url,final_url,status_code,load_time_ms,title,meta_description,canonical,h1_count,h1_text,word_count,images_total,images_with_alt,internal_links_count,jsonld_count,jsonld_types,og_title,og_description,og_image,ga4_sessions,ga4_engagement_rate,ga4_bounce_rate
https://crazybowlsandwraps.com/starters/black-bean-egg-roll/,https://crazybowlsandwraps.com/starters/black-bean-egg-roll/,200,199,Black Bean Egg Roll – Crazy Bowls and Wraps,,https://crazybowlsandwraps.com/starters/black-bean-egg-roll/,1,Black Bean Egg Roll,32,2,1,3,0,,,,,,,
https://crazybowlsandwraps.com/starters/teriyaki-edamame/,https://crazybowlsandwraps.com/starters/teriyaki-edamame/,200,205,Teriyaki Edamame  – Crazy Bowls and Wraps,,https://crazybowlsandwraps.com/starters/teriyaki-edamame/,1,Teriyaki Edamame,28,2,1,3,0,,,,,,,
https://crazybowlsandwraps.com/sides/chips/,https://crazybowlsandwraps.com/sides/chips/,200,207,Chips – Crazy Bowls and Wraps,,https://crazybowlsandwraps.com/sides/chips/,1,Chips,14,2,1,3,0,,,,,,,
https://crazybowlsandwraps.com/Hours/breakfast-sunday-8am-1100am/,https://crazybowlsandwraps.com/Hours/breakfast-sunday-8am-1100am/,200,356,Breakfast Sunday 8am – 11:00am – Crazy Bowls and Wraps,,,1,Hour:Breakfast Sunday 8am - 11:00am,23,1,1,3,0,,,,,,,
https://crazybowlsandwraps.com/cbw_menu_categories/bowls/,https://crazybowlsandwraps.com/cbw_menu_categories/bowls/,200,209,Bowls – Crazy Bowls and Wraps,,,1,CBW Menu Category:Bowls,17,1,1,3,0,,,,,,,
https://crazybowlsandwraps.com/starters/spicy-edamame/,https://crazybowlsandwraps.com/starters/spicy-edamame/,200,161,Spicy Edamame  – Crazy Bowls and Wraps,,https://crazybowlsandwraps.com/starters/spicy-edamame/,1,Spicy Edamame,28,2,1,3,0,,,,,,,
https://crazybowlsandwraps.com/starters/lobster-rangoon/,https://crazybowlsandwraps.com/starters/lobster-rangoon/,200,247,Lobster Rangoon – Crazy Bowls and Wraps,,https://crazybowlsandwraps.com/starters/lobster-rangoon/,1,Lobster Rangoon,27,2,1,3,0,,,,,,,
https://crazybowlsandwraps.com/starters/chips-queso/,https://crazybowlsandwraps.com/starters/chips-queso/,200,210,Chips & Queso  – Crazy Bowls and Wraps,,https://crazybowlsandwraps.com/starters/chips-queso/,1,Chips & Queso,23,2,2,3,0,,,,,,,
https://crazybowlsandwraps.com/bowl_categories/low-carb/,https://crazybowlsandwraps.com/bowl_categories/low-carb/,200,202,Low-Carb – Crazy Bowls and Wraps,,,1,Bowl Category:Low-Carb,103,4,4,6,0,,,,,,,
https://crazybowlsandwraps.com/author/priceweber/,https://crazybowlsandwraps.com/author/priceweber/,200,302,Price Weber – Crazy Bowls and Wraps,,,1,Author:Price Weber,17,1,1,3,0,,,,,,,
https://crazybowlsandwraps.com/wraps/thai-wrap/,https://crazybowlsandwraps.com/wraps/thai-wrap/,200,178,Thai Wrap – Crazy Bowls and Wraps,,https://crazybowlsandwraps.com/wraps/thai-wrap/,1,Thai Wrap,30,2,1,3,0,,,,,,,
https://crazybowlsandwraps.com/breakfast/breakfast-tacos/,https://crazybowlsandwraps.com/breakfast/breakfast-tacos/,200,84,Breakfast Tacos – Crazy Bowls and Wraps,,https://crazybowlsandwraps.com/breakfast/breakfast-tacos/,1,Breakfast Tacos,26,2,1,3,0,,,,,,,
