Order Number,Location,Street Address,City,State,Zip Code,Store Number,Store Name,Caterer Name,Event Date,Submitted At,Food Total,Promotion,Delivery Fee,Commission,Sales Tax,Sales Tax Remitted by ezCater,Tip,Payment Transaction Fee,Adjustments,Discounts,Misc Fees,Preferred Partner Program,Rewards,Caterer Total Due,Status,Order Paid By Caterer Payment Method,Source,Promotion Code,Driver,House Account ID,House Account Tax ID,Campaign Name
YW3-R07,"Takeout from Cincinnati, OH",1624 Herald Ave,Cincinnati,OH,45207,8,Oakley,Wild Eggs #8 (Oakley),01/01/2025 11:00 AM,12/30/2024 4:22 PM,$366.00 ,$0.00 ,$0.00 ,($54.90),$0.00 ,$0.00 ,$35.00 ,($10.94),$0.00 ,$0.00 ,0,-14.64,0,320.52,Completed,ach,Marketplace Takeout,,N/A,,,
3F7-Y04,University of Louisville School of Dentistry,501 S Preston St,Louisville,KY,40202,4,Mercantile,Wild Eggs #4 (Mercantile),01/02/2025 8:00 AM,12/09/2024 2:14 PM,$237.00 ,$0.00 ,$35.00 ,($40.80),$0.00 ,$0.00 ,$0.00 ,($8.13),$0.00 ,$0.00 ,0,0,0,223.07,Completed,ach,Marketplace Delivery,,Mikey  Thomas ,,,
7WT-PE8,Amdocs,625 Maryville Centre Dr 200,St. Louis,MO,63141,,Creve Coeur,CBW- Crazy Bowls and Wraps (Creve Coeur),01/02/2025 8:45 AM,11/27/2024 10:42 AM,$383.25 ,$0.00 ,$20.00 ,($60.49),$33.49 ,$0.00 ,$0.00 ,($13.06),$0.00 ,$0.00 ,-38.32,0,0,324.87,Completed,ach,Marketplace Takeout,,Dispatch,,,
KH3-U14,Contemporary Art Museum St. Louis,3750 Washington Blvd St. Louis,St. Louis,MO,63108,,Lindell/SLU,CBW- Crazy Bowls and Wraps (Lindell/SLU),01/03/2025 4:25 PM,12/17/2024 2:56 PM,$241.90 ,$0.00 ,$20.00 ,($18.33),$0.00 ,$0.00 ,$0.00 ,($7.83),$0.00 ,$0.00 ,-30,0,-12.1,193.64,Completed,ach,Marketplace Takeout,,Dispatch,,,
GAM-47X,Drury Inn & Suites,8700 Eager Rd,Brentwood,MO,63144,,Forsyth/Clayton,CBW- Crazy Bowls and Wraps (Forsyth/Clayton),01/04/2025 11:10 AM,12/09/2024 3:15 PM,$636.90 ,$0.00 ,$20.00 ,($98.54),$0.00 ,$0.00 ,$0.00 ,($19.64),$0.00 ,$0.00 ,-63.69,0,-31.85,443.18,Completed,ach,Marketplace Takeout,,Dispatch,,,
KWY-3M6,,,Cincinnati,OH,45220,9,Queen City Wild Eggs,Wild Eggs #9 (Queen City Wild Eggs),01/04/2025 12:30 PM,01/01/2025 8:10 PM,$51.00 ,$0.00 ,$0.00 ,($7.65),$0.00 ,$0.00 ,$0.00 ,($1.52),$0.00 ,$0.00 ,0,0,0,41.83,Completed,ach,Marketplace Takeout,,N/A,,,
M3E-H5W,Indiana Mad Ants Basketball,125 S Pennsylvania St,Indianapolis,IN,46204,6,Pulliam,Wild Eggs #6 (Pulliam),01/07/2025 9:30 AM,12/04/2024 1:14 PM,$551.00 ,$0.00 ,$35.00 ,($87.90),$52.74 ,($41.02),$55.10 ,($19.10),$0.00 ,$0.00 ,0,0,0,545.82,Completed,ach,Marketplace Delivery,,Skylar Greene,,,
2YC-95M,Veterans United,111 Corporate Office Dr Suite 400,Earth City,MO,63045,,West Oak,CBW- Crazy Bowls and Wraps (West Oak),01/08/2025 10:48 AM,12/30/2024 12:38 PM,$137.20 ,$0.00 ,$20.00 ,($23.58),$12.33 ,$0.00 ,$0.00 ,($5.07),$0.00 ,$0.00 ,-30,0,-6.86,104.02,Completed,ach,Marketplace Takeout,,Dispatch,,,
7WQ-RE9,Medical Specialists of St. Lukes,222 S Woods Mill Rd 750 North,Chesterfield,MO,63017,,Creve Coeur,CBW- Crazy Bowls and Wraps (Creve Coeur),01/08/2025 10:51 AM,01/07/2025 10:02 AM,$378.65 ,$0.00 ,$20.00 ,($59.80),$33.09 ,$0.00 ,$0.00 ,($12.91),$0.00 ,$0.00 ,-37.86,0,0,321.17,Completed,ach,Marketplace Takeout,,Dispatch,,,
0Q5-7GP,Fueled Collective,3825 Edwards Rd Suite 103,Cincinnati,OH,45209,8,Oakley,Wild Eggs #8 (Oakley),01/09/2025 9:30 AM,01/07/2025 12:06 PM,$101.00 ,$0.00 ,$35.00 ,($20.40),$0.00 ,$0.00 ,$15.00 ,($4.07),$0.00 ,$0.00 ,0,-4.04,0,122.49,Completed,ach,Marketplace Delivery,,Spencer Gamble,,,
ZHG-0V6,Advantage Solutions,8001 Forsyth Blvd Suite 1025,Clayton,MO,63105,,Forsyth/Clayton,CBW- Crazy Bowls and Wraps (Forsyth/Clayton),01/09/2025 10:55 AM,12/20/2024 11:11 AM,$266.10 ,$0.00 ,$20.00 ,($42.92),$27.24 ,$0.00 ,$0.00 ,($9.37),$0.00 ,$0.00 ,-30,0,-13.31,217.74,Completed,ach,Marketplace Takeout,,Dispatch,,,
1Y7-ZKJ,Wash U Chemistry,1 Brookings Dr Wrighton Hall 401,St. Louis,MO,63130,,Forsyth/Clayton,CBW- Crazy Bowls and Wraps (Forsyth/Clayton),01/09/2025 11:08 AM,01/07/2025 11:03 AM,$467.40 ,$0.00 ,$20.00 ,($34.12),$0.00 ,$0.00 ,$0.00 ,($14.57),$0.00 ,$0.00 ,-46.74,0,0,391.97,Completed,ach,ezOrdering Takeout,,Dispatch,,,
091-X44,Lemonaid Pharmacy,1701 Macklind Ave Suite 300,St. Louis,MO,63110,,West Oak,CBW- Crazy Bowls and Wraps (West Oak),01/09/2025 11:15 AM,12/27/2024 5:32 PM,$200.75 ,$0.00 ,$25.00 ,($30.11),$18.04 ,$0.00 ,$20.08 ,($7.29),$0.00 ,$0.00 ,0,0,0,226.47,Completed,ach,Meal Program,,,,,
K1R-K3A,Gap,1360 Dolwick Dr Suite 100,Erlanger,KY,41018,9,Queen City Wild Eggs,Wild Eggs #9 (Queen City Wild Eggs),01/10/2025 7:45 AM,01/08/2025 2:48 AM,$104.00 ,$0.00 ,$35.00 ,($20.85),$0.00 ,$0.00 ,$20.80 ,($4.16),$0.00 ,$0.00 ,0,0,0,134.79,Completed,ach,Marketplace Delivery,,Jane Sillett,,,
WPF-P25,IU CICC,6845 Rama Dr,Indianapolis,IN,46219,6,Pulliam,Wild Eggs #6 (Pulliam),01/10/2025 8:30 AM,01/09/2025 9:16 AM,$253.00 ,$0.00 ,$35.00 ,($43.20),$25.92 ,($20.16),$25.30 ,($9.39),$0.00 ,$0.00 ,0,0,0,266.47,Completed,ach,Marketplace Delivery,,Skylar Greene,,,
R4X-GHJ,Medical hematology oncology,350 Park St 106,Bowling Green,KY,42101,14,Bowling Green,Wild Eggs #14 (Bowling Green),01/10/2025 7:45 AM,01/06/2025 12:04 PM,$438.00 ,$0.00 ,$35.00 ,($70.95),$28.38 ,($28.38),$0.00 ,($14.99),$0.00 ,$0.00 ,0,0,0,387.06,Completed,ach,Marketplace Delivery,,Johnica Ester,,,
G11-UA4,"Baptist medical associates- Floyd’s knobs - Dr Johnson, upton ect",800 Highlander Point Dr Suite 200,Floyds Knobs,IN,47119,13,New Albany,Wild Eggs #13 (New Albany),01/10/2025 11:15 AM,01/09/2025 4:29 PM,$310.00 ,$0.00 ,$35.00 ,($51.75),$24.15 ,($24.15),$0.00 ,($11.04),$0.00 ,$0.00 ,0,-12.4,0,269.81,Completed,ach,Marketplace Delivery,,Kayla Elifrits,,,
KFT-GCQ,Thompson Street Capital partners,7676 Forsyth Blvd 2700,Clayton,MO,63105,,Forsyth/Clayton,CBW- Crazy Bowls and Wraps (Forsyth/Clayton),01/10/2025 11:08 AM,01/08/2025 10:47 AM,$195.00 ,$0.00 ,$20.00 ,($15.05),$19.96 ,$0.00 ,$0.00 ,($7.03),$0.00 ,$0.00 ,-30,0,0,182.88,Completed,ach,ezOrdering Takeout,,Dispatch,,,
10Q-5F9,Traders Point Christian Church,2350 E 62nd St,Indianapolis,IN,46220,6,Pulliam,Wild Eggs #6 (Pulliam),01/12/2025 8:30 AM,01/06/2025 11:09 AM,$181.00 ,$0.00 ,$35.00 ,($32.40),$0.00 ,$0.00 ,$27.15 ,($6.46),$0.00 ,$0.00 ,0,0,0,204.29,Completed,ach,Marketplace Delivery,,Skylar Greene,,,
CJR-A0Z,Christ Hospital Physicians,2123 Auburn Ave 624 medical office building,Cincinnati,OH,45219,9,Queen City Wild Eggs,Wild Eggs #9 (Queen City Wild Eggs),01/13/2025 7:30 AM,01/09/2025 11:34 AM,$239.00 ,$0.00 ,$35.00 ,($41.10),$0.00 ,$0.00 ,$15.00 ,($8.19),$0.00 ,$0.00 ,0,0,0,239.71,Completed,ach,Marketplace Delivery,,monica craig,,,
78V-W7R,Cath lab,4500 Memorial Dr,Belleville,IL,62226,,Shiloh,CBW- Crazy Bowls and Wraps (Shiloh),01/13/2025 10:04 AM,01/10/2025 12:40 PM,$406.70 ,$0.00 ,$20.00 ,($64.01),$33.96 ,($33.96),$0.00 ,($13.77),$0.00 ,$0.00 ,-40.67,0,-20.34,287.91,Completed,ach,Marketplace Takeout,,Dispatch,,,
8Z4-9CJ,Distinctive Dermatology,390 Office Ct,Fairview Heights,IL,62208,,Shiloh,CBW- Crazy Bowls and Wraps (Shiloh),01/13/2025 10:34 AM,01/10/2025 3:27 PM,$469.95 ,$0.00 ,$20.00 ,($73.49),$39.24 ,($39.24),$0.00 ,($15.82),$0.00 ,$0.00 ,-47,0,-23.5,330.14,Completed,ach,Marketplace Takeout,,Dispatch,,,
G5P-EE7,Caleres,8300 Maryland Ave co Jennifer Grace,Clayton,MO,63105,,Forsyth/Clayton,CBW- Crazy Bowls and Wraps (Forsyth/Clayton),01/13/2025 10:44 AM,01/10/2025 6:31 PM,$254.45 ,$0.00 ,$20.00 ,($41.17),$26.05 ,$0.00 ,$0.00 ,($8.98),$0.00 ,$0.00 ,-30,0,-12.72,207.63,Completed,ach,Marketplace Takeout,,Dispatch,,,
HP6-UV3,Deluxe Dermatology,1034 S Brentwood Blvd 1000,Richmond Heights,MO,63117,,Rock Hill/Glendale,CBW- Crazy Bowls and Wraps (Rock Hill/Glendale),01/13/2025 10:56 AM,01/12/2025 10:05 AM,$174.04 ,$0.00 ,$20.00 ,($29.11),$16.08 ,$0.00 ,$0.00 ,($6.28),$0.00 ,$0.00 ,-30,0,-8.7,136.03,Completed,ach,Marketplace Takeout,,Dispatch,,,
Y0X-6G5,SWT Design,7722 Big Bend Blvd,St. Louis,MO,63119,,Rock Hill/Glendale,CBW- Crazy Bowls and Wraps (Rock Hill/Glendale),01/13/2025 11:21 AM,01/08/2025 11:56 AM,$169.25 ,$0.00 ,$20.00 ,($13.25),$15.64 ,$0.00 ,$0.00 ,($6.13),$0.00 ,$0.00 ,-30,0,0,155.51,Completed,ach,ezOrdering Takeout,,Dispatch,,,
2QF-PXZ,ATB Technologies,14567 N Outer 40 Rd suite 525,Chesterfield,MO,63017,,West Oak,CBW- Crazy Bowls and Wraps (West Oak),01/13/2025 11:45 AM,12/30/2024 1:20 PM,$319.72 ,$0.00 ,$25.00 ,($47.96),$28.74 ,$0.00 ,$31.97 ,($11.17),$0.00 ,$0.00 ,0,0,0,346.3,Completed,ach,Meal Program,,,,,
TRC-3X2,StriveTogether,125 E 9th St Floor 2,Cincinnati,OH,45202,9,Queen City Wild Eggs,Wild Eggs #9 (Queen City Wild Eggs),01/14/2025 8:00 AM,01/07/2025 8:33 PM,$337.00 ,$0.00 ,$35.00 ,($55.80),$0.00 ,$0.00 ,$67.40 ,($11.12),$0.00 ,$0.00 ,0,0,0,372.48,Completed,ach,Marketplace Delivery,,Mariah Imjalli,,,
MPJ-HZV,Aspire Software,390 S Woods Mill Rd ste 200-2nd floor,Chesterfield,MO,63017,,West Oak,CBW- Crazy Bowls and Wraps (West Oak),01/14/2025 10:45 AM,12/31/2024 12:06 AM,$516.89 ,$0.00 ,$25.00 ,($77.53),$46.46 ,$0.00 ,$103.38 ,($17.59),$0.00 ,$0.00 ,0,0,0,596.61,Completed,ach,Meal Program,,,,,
784-TVK,"McCarthy Building Companies, Inc.",12851 Manchester Rd McCarthy - floor 2,Des Peres,MO,63131,,Manchester,CBW- Crazy Bowls and Wraps (Manchester),01/14/2025 11:10 AM,01/03/2025 9:53 AM,$164.20 ,$0.00 ,$20.00 ,($12.89),$14.35 ,$0.00 ,$0.00 ,($5.94),$0.00 ,$0.00 ,-30,0,0,149.72,Completed,ach,ezOrdering Takeout,,Dispatch,,,
VE5-PXQ,DHL Express CV3,2360 Airport North Dr,Hebron,KY,41048,9,Queen City Wild Eggs,Wild Eggs #9 (Queen City Wild Eggs),01/15/2025 7:15 AM,01/08/2025 4:18 PM,$225.00 ,$0.00 ,$35.00 ,($39.00),$0.00 ,$0.00 ,$22.50 ,($7.77),$0.00 ,$0.00 ,0,0,0,235.73,Completed,ach,Marketplace Delivery,,Mariah Imjalli,,,
CC8-ZH9,KCC Manufacturing,2621 Technology Dr,Louisville,KY,40299,12,Jtown,Wild Eggs #12 (Jtown),01/15/2025 10:15 AM,01/07/2025 11:09 AM,$334.00 ,$0.00 ,$35.00 ,($55.35),$22.14 ,($22.14),$0.00 ,($11.70),$0.00 ,$0.00 ,0,-13.36,0,288.59,Completed,ach,Marketplace Delivery,,Israel Luna,,,
7FP-49U,Less Annoying CRM,1017 Olive St Suite 300 (3rd floor),St. Louis,MO,63101,,Lindell/SLU,CBW- Crazy Bowls and Wraps (Lindell/SLU),01/15/2025 10:40 AM,01/13/2025 4:49 PM,$226.40 ,$0.00 ,$20.00 ,($36.96),$29.84 ,$0.00 ,$0.00 ,($8.26),$0.00 ,$0.00 ,-30,0,-11.32,189.7,Completed,ach,Marketplace Takeout,,Dispatch,,,
CZH-ARA,Target,40 THF Blvd,Chesterfield,MO,63005,,Creve Coeur,CBW- Crazy Bowls and Wraps (Creve Coeur),01/15/2025 10:47 AM,01/14/2025 7:02 AM,$173.90 ,$0.00 ,$20.00 ,($13.57),$15.20 ,$0.00 ,$0.00 ,($6.25),$0.00 ,$0.00 ,-30,0,0,159.28,Completed,ach,ezOrdering Takeout,,Dispatch,,,
73T-8RH,Arcturis,701 Market St Ste 1300,St. Louis,MO,63101,,Lindell/SLU,CBW- Crazy Bowls and Wraps (Lindell/SLU),01/15/2025 11:03 AM,01/09/2025 10:05 AM,$358.00 ,$0.00 ,$20.00 ,($56.70),$47.18 ,$0.00 ,$0.00 ,($12.71),$0.00 ,$0.00 ,-35.8,0,-17.9,302.07,Completed,ach,Marketplace Takeout,,Dispatch,,,
Y7G-MWJ,Pulmonary Consultants,6 Jungermann Cir,St. Peters,MO,63376,,Lindenwood,CBW- Crazy Bowls and Wraps (Lindenwood),01/15/2025 11:03 AM,01/13/2025 2:12 PM,$389.00 ,$0.00 ,$20.00 ,($61.35),$38.71 ,$0.00 ,$0.00 ,($13.39),$0.00 ,$0.00 ,-38.9,0,-19.45,314.62,Completed,ach,Marketplace Takeout,,Dispatch,,,
Y2G-PYQ,St. Louis Trust & Family Office,7701 Forsyth Blvd Suite 1100 Suite 1100,St. Louis,MO,63105,,Forsyth/Clayton,CBW- Crazy Bowls and Wraps (Forsyth/Clayton),01/15/2025 11:13 AM,01/13/2025 1:48 PM,$191.25 ,$0.00 ,$20.00 ,($14.79),$19.58 ,$0.00 ,$0.00 ,($6.90),$0.00 ,$0.00 ,-30,0,0,179.14,Completed,ach,ezOrdering Takeout,,Dispatch,,,
M6E-V3Y,Rural Family Medical Associates,739 N Jefferson St Suite 200,Mascoutah,IL,62258,,Shiloh,CBW- Crazy Bowls and Wraps (Shiloh),01/15/2025 11:14 AM,01/10/2025 2:00 PM,$264.40 ,$0.00 ,$20.00 ,($42.66),$22.08 ,($22.08),$0.00 ,($9.16),$0.00 ,$0.00 ,-30,0,-13.22,189.36,Completed,ach,Marketplace Takeout,,Dispatch,,,
F2E-HK7,Arcturis,701 Market St Ste 1300,St. Louis,MO,63101,,West Oak,CBW- Crazy Bowls and Wraps (West Oak),01/15/2025 12:15 PM,01/15/2025 12:12 PM,$123.00 ,$0.00 ,$27.00 ,($22.50),$11.06 ,$0.00 ,$0.00 ,($4.82),$0.00 ,$0.00 ,0,0,-6.15,127.59,Completed,ach,Marketplace Delivery,,N/A,,,
23H-R08,CMTA,10411 Meeting St,Prospect,KY,40059,2,Westport,Wild Eggs #2 (Westport),01/16/2025 8:30 AM,01/15/2025 12:09 PM,$400.00 ,$0.00 ,$35.00 ,($65.25),$26.10 ,($26.10),$60.00 ,($13.79),$0.00 ,$0.00 ,0,-16,0,399.96,Completed,ach,Marketplace Delivery,,Abby Pillow,,,
R4V-1UU,Graves Gilbert Gastroenterology,484 Golden Autumn Way Suite 201/second floor,Bowling Green,KY,42103,14,Bowling Green,Wild Eggs #14 (Bowling Green),01/16/2025 7:45 AM,01/10/2025 3:28 PM,$443.00 ,$0.00 ,$35.00 ,($71.70),$28.68 ,($28.68),$15.00 ,($15.15),$0.00 ,$0.00 ,0,0,0,406.15,Completed,ach,Marketplace Delivery,,Johnica Ester,,,
EJJ-2KM,WashU Child Psychiatry,4444 Forest Park Ave Ste 3400,St. Louis,MO,63108,,Lindell/SLU,CBW- Crazy Bowls and Wraps (Lindell/SLU),01/16/2025 10:25 AM,01/13/2025 3:03 PM,$251.90 ,$0.00 ,$20.00 ,($40.79),$0.00 ,$0.00 ,$0.00 ,($8.13),$0.00 ,$0.00 ,-30,0,-12.6,180.38,Completed,ach,Marketplace Takeout,,Dispatch,,,
6WK-TJG,Hinkle Fieldhouse,510 W 49th St Gate 1,Indianapolis,IN,46208,6,Pulliam,Wild Eggs #6 (Pulliam),01/17/2025 10:00 AM,01/16/2025 1:44 PM,$315.00 ,$0.00 ,$35.00 ,($52.50),$0.00 ,$0.00 ,$25.00 ,($10.47),$0.00 ,$0.00 ,0,0,0,312.03,Completed,ach,Marketplace Delivery,,Skylar Greene,,,
R02-1J7,Burns & McDonnell,425 S Woods Mill Rd 3rd Floor,Town and Country,MO,63017,,Creve Coeur,CBW- Crazy Bowls and Wraps (Creve Coeur),01/17/2025 11:07 AM,01/08/2025 3:16 PM,$336.00 ,$0.00 ,$20.00 ,($53.40),$29.36 ,$0.00 ,$0.00 ,($11.52),$0.00 ,$0.00 ,-33.6,0,0,286.84,Completed,ach,Marketplace Takeout,,Dispatch,,,
UA4-KFT,The Turn Vintage Warehouse,913 Monmouth St,Newport,KY,41071,9,Queen City Wild Eggs,Wild Eggs #9 (Queen City Wild Eggs),01/18/2025 10:45 AM,01/08/2025 10:14 AM,$955.00 ,$0.00 ,$35.00 ,($148.50),$0.00 ,$0.00 ,$95.50 ,($29.60),$0.00 ,$0.00 ,0,0,0,907.4,Completed,ach,Marketplace Delivery,,Mariah Imjalli,,,
K4R-2JA,Washington University Field House,One Brookings Dr.,St. Louis,MO,63112,,Forsyth/Clayton,CBW- Crazy Bowls and Wraps (Forsyth/Clayton),01/19/2025 12:38 PM,01/15/2025 9:21 PM,$216.25 ,$0.00 ,$20.00 ,($16.54),$0.00 ,$0.00 ,$0.00 ,($7.06),$0.00 ,$0.00 ,-30,0,0,182.65,Completed,ach,ezOrdering Takeout,,Dispatch,,,
1MG-22V,"Takeout from Cincinnati, OH",1624 Herald Ave,Cincinnati,OH,45207,8,Oakley,Wild Eggs #8 (Oakley),01/20/2025 8:45 AM,01/19/2025 5:12 PM,$366.00 ,$0.00 ,$0.00 ,($54.90),$0.00 ,$0.00 ,$35.00 ,($10.94),$0.00 ,$0.00 ,0,-14.64,0,320.52,Completed,ach,Marketplace Takeout,,N/A,,,
6F9-XWM,UHY Advisors,15 Sunnen Dr Suite 100,Maplewood,MO,63143,,Rock Hill/Glendale,CBW- Crazy Bowls and Wraps (Rock Hill/Glendale),01/20/2025 10:58 AM,01/14/2025 4:00 PM,$392.40 ,$0.00 ,$20.00 ,($61.86),$36.25 ,$0.00 ,$0.00 ,($13.41),$0.00 ,$0.00 ,-39.24,0,-19.62,314.52,Completed,ach,Marketplace Takeout,,Dispatch,,,
6F9-8HY,Baptist Health Neurology Dr Scott,4003 Kresge Way 400,Saint Matthews,KY,40207,1,Dupont,Wild Eggs #1 (Dupont),01/21/2025 7:30 AM,01/20/2025 10:39 AM,$514.00 ,$0.00 ,$35.00 ,($82.35),$32.94 ,($32.94),$12.00 ,($17.40),$0.00 ,$0.00 ,0,-20.56,0,440.69,Completed,ach,Marketplace Delivery,,Carmen E,,,
XKA-P4T,Cath lab,1 St Elizabeth's Blvd,O'Fallon,IL,62269,,Shiloh,CBW- Crazy Bowls and Wraps (Shiloh),01/21/2025 10:09 AM,01/20/2025 9:08 AM,$370.70 ,$0.00 ,$20.00 ,($58.61),$30.95 ,($30.95),$0.00 ,($12.61),$0.00 ,$0.00 ,-37.07,0,-18.54,263.87,Completed,ach,Marketplace Takeout,,Dispatch,,,
KQ0-C8H,Washington University - DIAN-TU,4488 Forest Park Ave Suite 301,St. Louis,MO,63108,,Lindell/SLU,CBW- Crazy Bowls and Wraps (Lindell/SLU),01/21/2025 10:51 AM,01/16/2025 1:27 PM,$403.50 ,$0.00 ,$20.00 ,($63.53),$0.00 ,$0.00 ,$0.00 ,($12.66),$0.00 ,$0.00 ,-40.35,0,-20.18,286.78,Completed,ach,Marketplace Takeout,,Dispatch,,,
77E-HZW,Moneta,100 S Brentwood Blvd,St. Louis,MO,63105,,Forsyth/Clayton,CBW- Crazy Bowls and Wraps (Forsyth/Clayton),01/21/2025 11:07 AM,01/09/2025 1:35 PM,$523.20 ,$0.00 ,$20.00 ,($81.48),$53.57 ,$0.00 ,$0.00 ,($17.84),$0.00 ,$0.00 ,-52.32,0,-26.16,418.97,Completed,ach,Marketplace Takeout,,Dispatch,,,
C7E-QE6,Mercy Sunset OBGYN,10777 Sunset Office Dr Suite 200,St. Louis,MO,63127,,Sunset Hills,CBW- Crazy Bowls and Wraps (Sunset Hills),01/21/2025 11:07 AM,01/20/2025 10:13 AM,$391.28 ,$0.00 ,$20.00 ,($61.69),$30.28 ,$0.00 ,$0.00 ,($13.20),$0.00 ,$0.00 ,-39.13,0,-19.56,307.98,Completed,ach,Marketplace Takeout,,Dispatch,,,
MME-THZ,Olin Business School,1 Brookings Dr Knight Hall 3rd floor Graduate Programs Office,St. Louis,MO,63130,,Forsyth/Clayton,CBW- Crazy Bowls and Wraps (Forsyth/Clayton),01/21/2025 3:33 PM,01/16/2025 1:21 PM,$672.00 ,$0.00 ,$20.00 ,($48.44),$0.00 ,$0.00 ,$0.00 ,($20.69),$0.00 ,$0.00 ,-67.2,0,0,555.67,Completed,ach,ezOrdering Takeout,,Dispatch,,,
V61-ZYX,Aspire Software,390 S Woods Mill Rd ste 200-2nd floor,Chesterfield,MO,63017,,West Oak,CBW- Crazy Bowls and Wraps (West Oak),01/22/2025 10:45 AM,01/16/2025 3:42 PM,$327.80 ,$0.00 ,$25.00 ,($49.17),$29.46 ,$0.00 ,$65.56 ,($11.43),$0.00 ,$0.00 ,0,0,0,387.22,Completed,ach,Meal Program,,,,,
YX5-98Q,WashU Sam Fox School,Weil Hall Wrighton Way,St. Louis,MO,63105,,Forsyth/Clayton,CBW- Crazy Bowls and Wraps (Forsyth/Clayton),01/22/2025 4:41 PM,01/21/2025 9:00 AM,$84.20 ,$0.00 ,$20.00 ,($15.63),$0.00 ,$0.00 ,$0.00 ,($3.12),$0.00 ,$0.00 ,-30,0,-4.21,51.24,Completed,ach,Marketplace Takeout,,Dispatch,,,
QP8-7GM,"Eureka! Ranch International, Ltd.",3849 Edwards Rd Eureka Ranch,Newtown,OH,45244,8,Oakley,Wild Eggs #8 (Oakley),01/23/2025 7:00 AM,01/14/2025 12:34 PM,$328.00 ,$0.00 ,$35.00 ,($54.45),$0.00 ,$0.00 ,$49.20 ,($10.85),$0.00 ,$0.00 ,0,-13.12,0,333.78,Completed,ach,Marketplace Delivery,,Spencer Gamble,,,
1VZ-0A9,Rheumatology Associates,3430 Newburg Rd Suite 250,Louisville,KY,40218,1,Dupont,Wild Eggs #1 (Dupont),01/23/2025 7:30 AM,01/22/2025 11:44 AM,$238.00 ,$0.00 ,$35.00 ,($40.95),$16.38 ,($16.38),$35.70 ,($8.65),$0.00 ,$0.00 ,0,-9.52,0,249.58,Completed,ach,Marketplace Delivery,,Carmen E,,,
AK5-7WE,WKU Women's Basketball,1605 Ave of Champions Women's Basketball Lockerrooom,Bowling Green,KY,42101,14,Bowling Green,Wild Eggs #14 (Bowling Green),01/23/2025 7:30 AM,01/20/2025 8:27 AM,$482.00 ,$0.00 ,$35.00 ,($77.55),$0.00 ,$0.00 ,$48.20 ,($15.46),$0.00 ,$0.00 ,0,0,0,472.19,Completed,ach,Marketplace Delivery,,Caroline Witty,,,
CWG-Q8T,Ideal Eye Surgery,705 Insight Ave,O'Fallon,IL,62269,,Shiloh,CBW- Crazy Bowls and Wraps (Shiloh),01/23/2025 10:20 AM,01/17/2025 10:29 AM,$505.70 ,$0.00 ,$20.00 ,($36.80),$42.23 ,($42.23),$0.00 ,($16.98),$0.00 ,$0.00 ,-50.57,0,0,421.35,Completed,ach,ezOrdering Takeout,,Dispatch,,,
A75-ERC,Distribution Management (DM),5 Research Park Dr,Saint Charles,MO,63304,,O'Fallon,CBW- Crazy Bowls and Wraps (O'Fallon),01/23/2025 10:57 AM,01/21/2025 11:46 AM,$342.40 ,$0.00 ,$20.00 ,($25.37),$30.64 ,$0.00 ,$0.00 ,($11.75),$0.00 ,$0.00 ,-34.24,0,0,321.68,Completed,ach,ezOrdering Takeout,,Dispatch,,,
CJP-GH3,Missouri Baptist Hospital,3015 N Ballas Rd,St. Louis,MO,63131,,West Oak,CBW- Crazy Bowls and Wraps (West Oak),01/23/2025 11:19 AM,01/16/2025 5:33 PM,$278.75 ,$0.00 ,$20.00 ,($44.81),$25.05 ,$0.00 ,$0.00 ,($9.68),$0.00 ,$0.00 ,-30,0,-13.94,225.37,Completed,ach,Marketplace Takeout,,Dispatch,,,
MV3-M3X,Regus Building,10200 Forest Green Blvd Suite 112,Louisville,KY,40223,2,Westport,Wild Eggs #2 (Westport),01/24/2025 8:15 AM,01/21/2025 3:02 PM,$250.00 ,$0.00 ,$35.00 ,($42.75),$17.10 ,($17.10),$50.00 ,($9.03),$0.00 ,$0.00 ,0,-10,0,273.22,Completed,ach,Marketplace Delivery,,Kortney Cole,,,
5M6-M8G,,,Kirkwood,MO,63122,,Sunset Hills,CBW- Crazy Bowls and Wraps (Sunset Hills),01/24/2025 11:30 AM,01/22/2025 7:33 PM,$205.40 ,$0.00 ,$0.00 ,($30.81),$15.89 ,$0.00 ,$0.00 ,($6.62),$0.00 ,$0.00 ,0,0,-10.27,173.59,Completed,ach,Marketplace Takeout,,N/A,,,
T29-2JW,Byerly Ford Inc,4041 Dixie Hwy,Louisville,KY,40216,13,New Albany,Wild Eggs #13 (New Albany),01/25/2025 9:00 AM,01/22/2025 2:00 PM,$174.00 ,$0.00 ,$35.00 ,($31.35),$14.63 ,($14.63),$2.00 ,($6.69),$0.00 ,$0.00 ,0,-6.96,0,166,Completed,ach,Marketplace Delivery,,Kayla Elifrits,,,
3WG-QQG,The Ultimate Bride,1115 S Big Bend Blvd,St. Louis,MO,63117,,Forsyth/Clayton,CBW- Crazy Bowls and Wraps (Forsyth/Clayton),01/25/2025 10:39 AM,01/22/2025 3:55 PM,$161.70 ,$0.00 ,$20.00 ,($27.26),$16.55 ,$0.00 ,$0.00 ,($5.93),$0.00 ,$0.00 ,-30,0,-8.08,126.98,Completed,ach,Marketplace Takeout,,Dispatch,,,
