Order Number,Location,Street Address,City,State,Zip Code,Store Number,Store Name,Caterer Name,Event Date,Submitted At,Food Total,Promotion,Delivery Fee,Commission,Sales Tax,Sales Tax Remitted by ezCater,Tip,Payment Transaction Fee,Adjustments,Discounts,Misc Fees,Preferred Partner Program,Rewards,Caterer Total Due,Status,Order Paid By Caterer Payment Method,Source,Promotion Code,Driver,House Account ID,House Account Tax ID,Campaign Name
QEM-6KM,Mayfield Spine Surgery Center,4020 Smith Rd 2nd Floor - Attn: Angel Augst,Cincinnati,OH,45209,8,Oakley,Wild Eggs #8 (Oakley),01/10/2026 7:00 AM,12/12/2025 10:07 AM,$561.00 ,$0.00 ,$35.00 ,($89.40),$2.81 ,($2.81),$112.20 ,($17.90),$0.00 ,$0.00 ,0,0,0,600.9,Completed,ach,Marketplace Delivery,ezo2mpnac2mp,Kenzie Kolb,,,
3YV-TXE,Traders Point Christian Church,2350 E 62nd St,Indianapolis,IN,46220,6,Pulliam,Wild Eggs #6 (Pulliam),01/11/2026 8:45 AM,01/07/2026 10:21 AM,$251.00 ,$0.00 ,$35.00 ,($42.90),$0.00 ,$0.00 ,$25.10 ,($8.55),$0.00 ,$0.00 ,0,0,0,259.65,Completed,ach,Marketplace Delivery,,Skylar Greene,,,
ZT9-TAH,,,Bowling Green,KY,,14,Bowling Green,Wild Eggs #14 (Bowling Green),01/11/2026 8:15 AM,01/10/2026 12:51 PM,$227.00 ,$0.00 ,$0.00 ,($15.89),$13.62 ,($13.62),$0.00 ,($7.19),$0.00 ,$0.00 ,0,0,0,203.92,Completed,ach,ezOrdering Takeout,,N/A,,,
RHU-E37,,,Louisville,KY,,4,Mercantile,Wild Eggs #4 (Mercantile),01/11/2026 11:00 AM,01/10/2026 11:18 AM,$193.00 ,$0.00 ,$0.00 ,($13.51),$11.58 ,($11.58),$28.95 ,($6.12),$0.00 ,$0.00 ,0,0,0,202.32,Completed,ach,ezOrdering Takeout,,N/A,,,
MH7-M6R,Christ Hospital Physicians,2123 Auburn Ave 624 medical office building,Cincinnati,OH,45219,9,Queen City Wild Eggs,Wild Eggs #9 (Queen City Wild Eggs),01/12/2026 7:15 AM,01/09/2026 11:23 AM,$134.00 ,$0.00 ,$35.00 ,($25.35),$0.00 ,$0.00 ,$15.00 ,($5.05),$0.00 ,$0.00 ,0,0,0,153.6,Completed,ach,Marketplace Delivery,,Arissa Robinson,,,
G38-T6G,MQJ5,1750 Smith Rd,Plainfield,IN,46168,15,Avon,Wild Eggs #15 (Avon),01/12/2026 8:00 AM,01/07/2026 3:01 PM,$302.00 ,$0.00 ,$35.00 ,($50.55),$30.33 ,($23.59),$30.20 ,($10.98),$0.00 ,$0.00 ,0,0,0,312.41,Completed,ach,Marketplace Delivery,,Gabby Golden,,,
A2P-8TX,Experitec,504 Trade Center Blvd,Chesterfield,MO,63005,,Chesterfield Valley,CBW- Crazy Bowls and Wraps (Chesterfield Valley),01/12/2026 10:51 AM,01/06/2026 1:56 PM,$247.50 ,$0.00 ,$20.00 ,($40.13),$25.03 ,$0.00 ,$0.00 ,($8.75),$0.00 ,$0.00 ,-30,0,0,213.65,Completed,ach,Marketplace Takeout,,Dispatch,,,
65U-X60,Epiphany Dermatology,8888 Ladue Rd Suite 120,St. Louis,MO,63124,,Forsyth/Clayton,CBW- Crazy Bowls and Wraps (Forsyth/Clayton),01/12/2026 11:23 AM,01/09/2026 10:12 AM,$193.30 ,$0.00 ,$20.00 ,($32.00),$20.27 ,$0.00 ,$0.00 ,($6.98),$0.00 ,$0.00 ,-30,0,0,164.59,Completed,ach,Marketplace Takeout,,Dispatch,,,
UW7-AFW,Renewal by Andersen,17455 Tiller Ct,Westfield,IN,46074,5,Carmel,Wild Eggs #5 (Carmel),01/13/2026 8:15 AM,01/07/2026 8:31 AM,$224.00 ,$0.00 ,$35.00 ,($38.85),$23.31 ,($18.13),$25.00 ,($8.44),$0.00 ,$0.00 ,0,0,0,241.89,Completed,ach,Marketplace Delivery,,Lesley Rodela,,,
WVJ-GKK,Staffmark Group,191 Rosa Parks St 10th Floor 10th Floor,Cincinnati,OH,45202,9,Queen City Wild Eggs,Wild Eggs #9 (Queen City Wild Eggs),01/13/2026 8:30 AM,01/05/2026 8:28 AM,"$1,232.00 ",$0.00 ,$35.00 ,($190.05),$0.00 ,$0.00 ,$50.00 ,($37.88),$0.00 ,$0.00 ,0,0,0,1089.07,Completed,ach,Marketplace Delivery,,Shirelle Bloom,,,
2FX-CF9,"Portland Family Health Center-Dr Fineman, et al",2215 Portland Ave,Louisville,KY,40212,13,New Albany,Wild Eggs #13 (New Albany),01/13/2026 11:00 AM,01/12/2026 11:34 AM,$546.00 ,$0.00 ,$35.00 ,($87.15),$40.67 ,($40.67),$10.00 ,($18.59),$0.00 ,$0.00 ,0,0,0,485.26,Completed,ach,Marketplace Delivery,,Savannah Gilbert,,,
4ZK-82R,Cass,13001 Hollenberg Dr,Bridgeton,MO,63044,,Lindenwood,CBW- Crazy Bowls and Wraps (Lindenwood),01/13/2026 11:05 AM,01/12/2026 1:13 PM,$104.33 ,$0.00 ,$20.00 ,($18.65),$10.38 ,$0.00 ,$0.00 ,($4.03),$0.00 ,$0.00 ,-30,0,0,82.03,Completed,ach,Marketplace Takeout,,Dispatch,,,
602-1T8,WKU Women's Basketball,1605 Ave of Champions Women's Basketball Locker Room,Bowling Green,KY,42101,14,Bowling Green,Wild Eggs #14 (Bowling Green),01/14/2026 9:00 AM,01/13/2026 1:45 PM,$315.00 ,$0.00 ,$0.00 ,($47.25),$0.00 ,$0.00 ,$31.50 ,($9.42),$0.00 ,$0.00 ,0,0,0,289.83,Completed,ach,Marketplace Takeout,,N/A,,,
1M1-1YQ,Apg,916 Talon Dr,O'Fallon,IL,62269,,Shiloh,CBW- Crazy Bowls and Wraps (Shiloh),01/14/2026 11:07 AM,01/13/2026 3:28 PM,$416.10 ,$0.00 ,$20.00 ,($65.42),$34.74 ,($34.74),$0.00 ,($14.08),$0.00 ,$0.00 ,-41.61,0,0,314.99,Completed,ach,Marketplace Takeout,,Dispatch,,,
07Z-FT1,PwC,6 Cardinal Way 11th Floor 11th Floor,St. Louis,MO,63102,,Lindell/SLU,CBW- Crazy Bowls and Wraps (Lindell/SLU),01/14/2026 11:22 AM,01/13/2026 11:25 AM,$170.20 ,$0.00 ,$20.00 ,($28.53),$22.43 ,$0.00 ,$0.00 ,($6.36),$0.00 ,$0.00 ,-30,0,0,147.74,Completed,ach,Marketplace Takeout,,Dispatch,,,
U6U-HEM,Horner Shifrin,401 S 18th St 400,St. Louis,MO,63103,,Lindell/SLU,CBW- Crazy Bowls and Wraps (Lindell/SLU),01/14/2026 11:35 AM,01/12/2026 9:43 AM,$179.25 ,$0.00 ,$20.00 ,($29.89),$23.62 ,$0.00 ,$0.00 ,($6.66),$0.00 ,$0.00 ,-30,0,0,156.32,Completed,ach,Marketplace Takeout,,Dispatch,,,
7QC-0AY,Dermatology,379 Dixmyth Ave,Cincinnati,OH,45220,9,Queen City Wild Eggs,Wild Eggs #9 (Queen City Wild Eggs),01/15/2026 8:00 AM,01/14/2026 10:16 AM,$300.00 ,$0.00 ,$35.00 ,($50.25),$0.00 ,$0.00 ,$0.00 ,($10.02),$0.00 ,$0.00 ,0,0,0,274.73,Completed,ach,Marketplace Delivery,,Shirelle Bloom,,,
535-9TE,St Elizabeth Physicians Primary Care,2200 Conner Rd Primary Care office- Dr Haney,Hebron,KY,41048,9,Queen City Wild Eggs,Wild Eggs #9 (Queen City Wild Eggs),01/15/2026 8:30 AM,01/13/2026 10:09 AM,$316.00 ,$0.00 ,$35.00 ,($52.65),$0.00 ,$0.00 ,$25.00 ,($10.49),$0.00 ,$0.00 ,0,0,0,312.86,Completed,ach,Marketplace Delivery,,Shirelle Bloom,,,
ACV-P28,Gilbert Graves Cancer Center,201 Park St 3rd floor,Bowling Green,KY,42101,14,Bowling Green,Wild Eggs #14 (Bowling Green),01/15/2026 8:15 AM,01/08/2026 5:28 PM,$459.00 ,$0.00 ,$35.00 ,($74.10),$29.64 ,($29.64),$20.00 ,($15.66),$0.00 ,$0.00 ,0,0,0,424.24,Completed,ach,Marketplace Delivery,,Jamie Thomas,,,
UVJ-X7H,WashU Oncology,4590 Nash Wy Mid Campus Center 11th floor,St. Louis,MO,63110,,Lindell/SLU,CBW- Crazy Bowls and Wraps (Lindell/SLU),01/15/2026 10:54 AM,12/29/2025 4:36 PM,$510.40 ,$0.00 ,$20.00 ,($79.56),$0.00 ,$0.00 ,$0.00 ,($15.86),$0.00 ,$0.00 ,-51.04,0,0,383.94,Completed,ach,Marketplace Takeout,,Dispatch,,,
G7Q-HK3,NUTRIFORMANCE,1033 Corporate Square Dr,St. Louis,MO,63132,,Creve Coeur,CBW- Crazy Bowls and Wraps (Creve Coeur),01/15/2026 11:10 AM,01/13/2026 11:48 AM,$335.15 ,$0.00 ,$20.00 ,($53.27),$29.29 ,$0.00 ,$0.00 ,($11.49),$0.00 ,$0.00 ,-33.52,0,0,286.16,Completed,ach,Marketplace Takeout,2500comeback,Dispatch,,,
9AP-M8W,Cardinal Glennon Children's Hospital,1465 S Grand Blvd Main entrance - outside,St. Louis,MO,63104,,Lindell/SLU,CBW- Crazy Bowls and Wraps (Lindell/SLU),01/15/2026 11:19 AM,01/13/2026 7:38 PM,$376.20 ,$0.00 ,$20.00 ,($59.43),$0.00 ,$0.00 ,$0.00 ,($11.85),$0.00 ,$0.00 ,-37.62,0,0,287.3,Completed,ach,Marketplace Takeout,,Dispatch,,,
Q2H-F55,Washington University in St. Louis,517 S Euclid Ave Washington University - Anesthesiology Fl 3,St. Louis,MO,63110,,Lindell/SLU,CBW- Crazy Bowls and Wraps (Lindell/SLU),01/15/2026 11:36 AM,01/06/2026 2:08 PM,$86.00 ,$0.00 ,$20.00 ,($15.90),$0.00 ,$0.00 ,$0.00 ,($3.17),$0.00 ,$0.00 ,-30,0,0,56.93,Completed,ach,Marketplace Takeout,,Dispatch,,,
23V-F16,Saint Louis MHB,701 Market St Suite 200,St. Louis,MO,63101,,Lindell/SLU,CBW- Crazy Bowls and Wraps (Lindell/SLU),01/15/2026 4:01 PM,01/07/2026 9:23 AM,$200.45 ,$0.00 ,$20.00 ,($33.07),$0.00 ,$0.00 ,$0.00 ,($6.59),$0.00 ,$0.00 ,-30,0,0,150.79,Completed,ach,Marketplace Takeout,,Dispatch,,,
RGA-FZM,Benefits All In,8040 Hosbrook Rd Suite 100,Cincinnati,OH,45236,8,Oakley,Wild Eggs #8 (Oakley),01/16/2026 7:30 AM,01/07/2026 9:53 AM,$350.00 ,$0.00 ,$35.00 ,($57.75),$0.00 ,$0.00 ,$52.50 ,($11.51),$0.00 ,$0.00 ,0,0,0,368.24,Completed,ach,Marketplace Delivery,2500comeback,Grayson King,,,
HZW-U5Q,Cincinnati GI Anderson,7661 Beechmont Ave,Cincinnati,OH,45255,9,Queen City Wild Eggs,Wild Eggs #9 (Queen City Wild Eggs),01/16/2026 8:15 AM,01/14/2026 5:13 PM,$432.00 ,$0.00 ,$35.00 ,($70.05),$0.00 ,$0.00 ,$30.00 ,($13.96),$0.00 ,$0.00 ,0,0,0,412.99,Completed,ach,Marketplace Delivery,,Shirelle Bloom,,,
VU2-TPU,Kueber Center,2432 S Floyd St,Louisville,KY,40209,4,Mercantile,Wild Eggs #4 (Mercantile),01/17/2026 10:30 AM,01/16/2026 11:16 AM,$513.00 ,$0.00 ,$35.00 ,($82.20),$0.00 ,$0.00 ,$76.95 ,($16.39),$0.00 ,$0.00 ,0,0,0,526.36,Completed,ach,Marketplace Delivery,,Bayley Brown,,,
WT1-03Y,OnTarget CPA,101 West Ohio St Suite 800,Indianapolis,IN,46204,6,Pulliam,Wild Eggs #6 (Pulliam),01/17/2026 11:45 AM,01/13/2026 9:45 AM,$535.00 ,$0.00 ,$35.00 ,($85.50),$51.30 ,($39.90),$20.00 ,($18.58),$0.00 ,$0.00 ,0,0,0,497.32,Completed,ach,Marketplace Delivery,,Skylar Greene,,,
889-AUX,SLUCare Surgery - Laura,1008 S. Spring Ave Suite 1501,St. Louis,MO,63110,,Lindell/SLU,CBW- Crazy Bowls and Wraps (Lindell/SLU),01/17/2026 10:51 AM,01/12/2026 3:36 PM,$569.50 ,$0.00 ,$20.00 ,($88.43),$0.00 ,$0.00 ,$0.00 ,($17.63),$0.00 ,$0.00 ,-56.95,0,0,426.49,Completed,ach,Marketplace Takeout,,Dispatch,,,
K6Z-RK7,Traders Point Christian Church - Production,12648 E 116th St,Fishers,IN,46037,7,Fishers,Wild Eggs #07 (Fishers),01/18/2026 7:00 AM,01/17/2026 9:24 AM,$191.00 ,$0.00 ,$35.00 ,($33.90),$0.00 ,$0.00 ,$20.00 ,($6.76),$0.00 ,$0.00 ,0,0,0,205.34,Completed,ach,Marketplace Delivery,,Carmen Sanchez,,,
3K8-RV5,Benefit finance Partners,6 Cityplace Dr 4th floor suite 400,Creve Coeur,MO,63141,,West Oak,CBW- Crazy Bowls and Wraps (West Oak),01/19/2026 11:08 AM,01/15/2026 3:22 PM,$449.20 ,$0.00 ,$20.00 ,($70.38),$40.37 ,$0.00 ,$0.00 ,($15.24),$0.00 ,$0.00 ,-44.92,0,0,379.03,Completed,ach,Marketplace Takeout,,Dispatch,,,
H0Y-5CJ,Renaissance Plastic Surgery,145 St Peters Centre Blvd,St. Peters,MO,63376,,Lindenwood,CBW- Crazy Bowls and Wraps (Lindenwood),01/19/2026 11:15 AM,01/18/2026 12:46 PM,$344.48 ,$0.00 ,$20.00 ,($54.67),$34.28 ,$0.00 ,$0.00 ,($11.92),$0.00 ,$0.00 ,-34.45,0,0,297.72,Completed,ach,Marketplace Takeout,,Dispatch,,,
C88-8YX,Baptist Neurology,4003 Kresge Way 4th Floor,Louisville,KY,40207,1,Dupont,Wild Eggs #1 (Dupont),01/20/2026 7:30 AM,01/15/2026 1:17 PM,$455.00 ,$0.00 ,$35.00 ,($73.50),$29.40 ,($29.40),$30.00 ,($15.53),$0.00 ,$0.00 ,0,0,0,430.97,Completed,ach,Marketplace Delivery,,Carmen E,,,
67X-EET,The Dover Companies,300 Hunter Ave Suite 200,St. Louis,MO,63124,,Forsyth/Clayton,CBW- Crazy Bowls and Wraps (Forsyth/Clayton),01/20/2026 10:22 AM,01/16/2026 9:45 AM,$206.35 ,$0.00 ,$20.00 ,($33.95),$21.64 ,$0.00 ,$0.00 ,($7.41),$0.00 ,$0.00 ,-30,0,0,176.63,Completed,ach,Marketplace Takeout,,Dispatch,,,
2E8-1UQ,Busey Bank,330 W Vandalia St,Edwardsville,IL,62025,,Edwardsville,CBW- Crazy Bowls and Wraps (Edwardsville),01/20/2026 10:36 AM,01/16/2026 4:24 PM,$341.20 ,$0.00 ,$20.00 ,($54.18),$25.93 ,($25.93),$0.00 ,($11.58),$0.00 ,$0.00 ,-34.12,0,0,261.32,Completed,ach,Marketplace Takeout,ny2026,Dispatch,,,
9AU-2T9,Cambridge Air Solutions,760 Long Rd Crossing Dr,Chesterfield,MO,63005,,Chesterfield Valley,CBW- Crazy Bowls and Wraps (Chesterfield Valley),01/20/2026 10:38 AM,01/19/2026 1:59 PM,$171.00 ,$0.00 ,$20.00 ,($28.65),$17.29 ,$0.00 ,$0.00 ,($6.23),$0.00 ,$0.00 ,-30,0,0,143.41,Completed,ach,Marketplace Takeout,,Dispatch,,,
01M-9W4,Parker Hannifin,100 River Ridge Cir,Jeffersonville,IN,47130,11,Jeffersonville,Wild Eggs #11 (Jeffersonville),01/21/2026 6:30 AM,12/01/2025 3:55 PM,"$1,160.00 ",$0.00 ,$35.00 ,($179.25),$83.65 ,($83.65),$116.00 ,($38.23),$0.00 ,$0.00 ,0,0,0,1093.52,Completed,ach,Marketplace Delivery,,Christal Vanarsdale,,,
PEH-QXX,DMG - Divisions Maintenance Group,"50 West 5th St Lobby ""Foundry Lobby""",Cincinnati,OH,45202,9,Queen City Wild Eggs,Wild Eggs #9 (Queen City Wild Eggs),01/21/2026 7:00 AM,01/19/2026 8:49 AM,$171.00 ,$0.00 ,$35.00 ,($30.90),$0.00 ,$0.00 ,$17.10 ,($6.16),$0.00 ,$0.00 ,0,0,0,186.04,Completed,ach,Marketplace Delivery,,Arissa Robinson,,,
Q14-65Y,UC Endoscopy Center,9275 Montgomery Rd 400,Cincinnati,OH,45242,8,Oakley,Wild Eggs #8 (Oakley),01/21/2026 8:15 AM,01/15/2026 11:47 AM,$232.00 ,$0.00 ,$35.00 ,($40.05),$0.00 ,$0.00 ,$20.00 ,($7.98),$0.00 ,$0.00 ,0,0,0,238.97,Completed,ach,Marketplace Delivery,ny2026,Sara Gaskill,,,
KZ1-5QC,Synergi Medspa,17000 Baxter Rd,Chesterfield,MO,63005,,Chesterfield Valley,CBW- Crazy Bowls and Wraps (Chesterfield Valley),01/21/2026 10:25 AM,01/20/2026 6:16 PM,$286.48 ,$0.00 ,$20.00 ,($45.97),$28.97 ,$0.00 ,$0.00 ,($10.03),$0.00 ,$0.00 ,-30,0,0,249.45,Completed,ach,Marketplace Takeout,,Dispatch,,,
Q56-RFF,Tri Rinse Inc,1402 S 2nd St,St. Louis,MO,63104,,Lindell/SLU,CBW- Crazy Bowls and Wraps (Lindell/SLU),01/21/2026 10:35 AM,01/20/2026 3:23 PM,$88.20 ,$0.00 ,$20.00 ,($16.23),$11.62 ,$0.00 ,$0.00 ,($3.58),$0.00 ,$0.00 ,-30,0,0,70.01,Completed,ach,Marketplace Takeout,,Dispatch,,,
83X-E0K,DMG - Divisions Maintenance Group,"50 West 5th St Lobby ""Foundry Lobby""",Cincinnati,OH,45202,9,Queen City Wild Eggs,Wild Eggs #9 (Queen City Wild Eggs),01/22/2026 7:00 AM,01/19/2026 8:52 AM,$176.00 ,$0.00 ,$35.00 ,($31.65),$0.00 ,$0.00 ,$17.60 ,($6.31),$0.00 ,$0.00 ,0,0,0,190.64,Completed,ach,Marketplace Delivery,,Shirelle Bloom,,,
U76-560,LC Rheumatology,3897 Charlestown Rd,New Albany,IN,47150,13,New Albany,Wild Eggs #13 (New Albany),01/22/2026 7:45 AM,01/21/2026 10:04 AM,$421.00 ,$0.00 ,$35.00 ,($68.40),$31.92 ,($31.92),$45.00 ,($14.59),$0.00 ,$0.00 ,0,0,0,418.01,Completed,ach,Marketplace Delivery,,Kayla Elifrits,,,
YT1-TXX,St Elizabeth Behavioral Health,334 Thomas More Pkwy Suite 120,Crestview Hills,KY,41017,9,Queen City Wild Eggs,Wild Eggs #9 (Queen City Wild Eggs),01/22/2026 8:00 AM,01/19/2026 9:36 PM,$492.00 ,$0.00 ,$35.00 ,($79.05),$0.00 ,$0.00 ,$0.00 ,($15.76),$0.00 ,$0.00 ,0,0,0,432.19,Completed,ach,Marketplace Delivery,,Shirelle Bloom,,,
3J5-RJP,,,Saint Charles,MO,,,Lindenwood,CBW- Crazy Bowls and Wraps (Lindenwood),01/22/2026 7:45 AM,01/21/2026 7:46 PM,$66.39 ,$0.00 ,$0.00 ,($9.96),$6.61 ,$0.00 ,$6.64 ,($2.18),($4.00),$0.00 ,0,0,0,63.5,Completed,ach,Marketplace Takeout,,N/A,,,
00P-K53,OMS Photo,1636 Chase Ave,Cincinnati,OH,45223,9,Queen City Wild Eggs,Wild Eggs #9 (Queen City Wild Eggs),01/22/2026 9:00 AM,01/21/2026 11:43 AM,$168.00 ,$0.00 ,$35.00 ,($30.45),$0.00 ,$0.00 ,$25.20 ,($6.07),$0.00 ,$0.00 ,0,0,0,191.68,Completed,ach,Marketplace Delivery,,Shirelle Bloom,,,
7YK-CXY,Cass,13001 Hollenberg Dr,Bridgeton,MO,63044,,Lindenwood,CBW- Crazy Bowls and Wraps (Lindenwood),01/22/2026 10:51 AM,01/21/2026 11:30 AM,$130.50 ,$0.00 ,$20.00 ,($22.58),$12.98 ,$0.00 ,$0.00 ,($4.89),$0.00 ,$0.00 ,-30,0,0,106.01,Completed,ach,Marketplace Takeout,,Dispatch,,,
VAY-Q23,"Takeout from Wentzville, MO",500 Medical Dr,Wentzville,MO,63385,,Wentzville,CBW- Crazy Bowls and Wraps (Wentzville),01/22/2026 11:00 AM,01/21/2026 5:22 PM,$268.20 ,$0.00 ,$0.00 ,($40.23),$28.03 ,$0.00 ,$0.00 ,($8.86),$0.00 ,$0.00 ,0,0,0,247.14,Completed,ach,Marketplace Takeout,,N/A,,,
P86-EX6,"Washington University School of Medicine, Mid Campus Center (MCC)",4590 Nash Wy 11th floor,St. Louis,MO,63110,,Forsyth/Clayton,CBW- Crazy Bowls and Wraps (Forsyth/Clayton),01/22/2026 11:01 AM,01/16/2026 3:35 PM,$290.64 ,$0.00 ,$20.00 ,($46.60),$0.00 ,$0.00 ,$0.00 ,($9.29),$0.00 ,$0.00 ,-30,0,0,224.75,Completed,ach,Marketplace Takeout,,Dispatch,,,
UE2-5RF,"Saint Louis University School of Medicine - Center for Educator Development, Advancement, & Research",3545 Vista Ave,St. Louis,MO,63104,,Lindell/SLU,CBW- Crazy Bowls and Wraps (Lindell/SLU),01/22/2026 11:08 AM,01/08/2026 10:52 AM,$112.80 ,$0.00 ,$20.00 ,($19.92),$0.00 ,$0.00 ,$0.00 ,($3.97),$0.00 ,$0.00 ,-30,0,0,78.91,Completed,ach,Marketplace Takeout,,Dispatch,,,
WVQ-5MJ,Neurology,4003 Kresge Way Ste 400,Louisville,KY,40207,1,Dupont,Wild Eggs #1 (Dupont),01/23/2026 7:30 AM,01/22/2026 6:48 AM,$950.00 ,$0.00 ,$35.00 ,($147.75),$59.10 ,($59.10),$50.00 ,($31.22),$0.00 ,$0.00 ,0,0,0,856.03,Completed,ach,Marketplace Delivery,,Linda Dera,,,
8UC-U38,Med Center Health-Dr. Jamie Jarboe,350 Park St 106,Bowling Green,KY,42101,14,Bowling Green,Wild Eggs #14 (Bowling Green),01/23/2026 8:00 AM,01/20/2026 2:05 PM,$312.00 ,$0.00 ,$35.00 ,($52.05),$20.82 ,($20.82),$0.00 ,($11.00),$0.00 ,$0.00 ,0,0,0,283.95,Completed,ach,Marketplace Delivery,,Jamie Thomas,,,
T07-28R,Baptist health,2400 Eastpoint Pkwy Ste 550,Louisville,KY,40223,3,Landis,Wild Eggs #3 (Landis),01/23/2026 11:15 AM,01/16/2026 2:28 PM,$209.00 ,$0.00 ,$35.00 ,($36.60),$14.64 ,($14.64),$20.90 ,($7.73),$0.00 ,$0.00 ,0,0,0,220.57,Completed,ach,Marketplace Delivery,,Kelley compton,,,
ZY5-KUU,,,Dardenne Prairie,MO,,,O'Fallon,CBW- Crazy Bowls and Wraps (O'Fallon),01/23/2026 11:30 AM,01/21/2026 2:50 PM,$211.75 ,$0.00 ,$0.00 ,($31.76),$18.95 ,$0.00 ,$0.00 ,($6.90),$0.00 ,$0.00 ,0,0,0,192.04,Completed,ach,Marketplace Takeout,,N/A,,,
JAM-KRQ,DMG - Divisions Maintenance Group,"50 West 5th St Lobby ""Foundry Lobby""",Cincinnati,OH,45202,9,Queen City Wild Eggs,Wild Eggs #9 (Queen City Wild Eggs),01/27/2026 7:30 AM,01/21/2026 7:58 AM,$171.00 ,$0.00 ,$35.00 ,($30.90),$0.00 ,$0.00 ,$17.10 ,($6.16),$0.00 ,$0.00 ,0,0,0,186.04,Completed,ach,Marketplace Delivery,,Arissa Robinson,,,
H9J-KEV,T-REX HOTEL,911 Washington Ave #500,St. Louis,MO,63101,18,South City,CBW- Crazy Bowls and Wraps #18 (South City),01/27/2026 7:35 AM,01/22/2026 3:35 PM,$144.00 ,$0.00 ,$20.00 ,($24.60),$18.98 ,$0.00 ,$0.00 ,($5.47),$0.00 ,$0.00 ,-30,0,0,122.91,Completed,ach,Marketplace Takeout,,Dispatch,,,
7XM-7Y9,Enterprise Mobility,700 Corporate Park Dr,Clayton,MO,63105,,Forsyth/Clayton,CBW- Crazy Bowls and Wraps (Forsyth/Clayton),01/27/2026 10:54 AM,01/26/2026 9:23 AM,$166.90 ,$0.00 ,$20.00 ,($28.04),$17.50 ,$0.00 ,$0.00 ,($6.11),$0.00 ,$0.00 ,-30,0,0,140.25,Completed,ach,Marketplace Takeout,,Dispatch,,,
JFZ-6MX,Aspire Software,390 S Woods Mill Rd ste 300 - 3rd floor,Chesterfield,MO,63017,,West Oak,CBW- Crazy Bowls and Wraps (West Oak),01/27/2026 11:00 AM,01/12/2026 2:40 PM,$118.95 ,$0.00 ,$25.00 ,($17.84),$10.69 ,$0.00 ,$23.79 ,($4.62),$0.00 ,$0.00 ,0,0,0,155.97,Completed,ach,Meal Program,,,,,
0VZ-1V4,SSM Health Saint Louis University School of Medicine,1008 S. Spring Ave Suite 1501,St. Louis,MO,63110,,Lindell/SLU,CBW- Crazy Bowls and Wraps (Lindell/SLU),01/27/2026 12:38 PM,01/22/2026 5:01 PM,$343.40 ,$0.00 ,$20.00 ,($54.51),$0.00 ,$0.00 ,$0.00 ,($10.87),$0.00 ,$0.00 ,-34.34,0,0,263.68,Completed,ach,Marketplace Takeout,,Dispatch,,,
C5Z-871,Kentuckiana Comfort Center (KCC),11426 Electron Dr,Louisville,KY,40299,12,Jtown,Wild Eggs #12 (Jtown),01/28/2026 6:30 AM,01/12/2026 6:01 PM,$310.00 ,$0.00 ,$35.00 ,($51.75),$20.70 ,($20.70),$31.00 ,($10.93),$0.00 ,$0.00 ,0,0,0,313.32,Completed,ach,Marketplace Delivery,,Sheena Carnell,,,
9QK-0WF,LINAK U.S.,2200 Stanley Gault Pkwy,Louisville,KY,40223,3,Landis,Wild Eggs #3 (Landis),01/28/2026 7:30 AM,01/08/2026 12:00 PM,$752.00 ,$0.00 ,$35.00 ,($118.05),$47.22 ,($47.22),$75.20 ,($24.94),$0.00 ,$0.00 ,0,0,0,719.21,Completed,ach,Marketplace Delivery,,Ally Kennedy,,,
1QP-00Q,Benefits All In,8040 Hosbrook Rd STE 100,Cincinnati,OH,45236,8,Oakley,Wild Eggs #8 (Oakley),01/28/2026 7:45 AM,01/22/2026 9:43 AM,$532.00 ,$0.00 ,$35.00 ,($85.05),$0.00 ,$0.00 ,$106.40 ,($16.95),$0.00 ,$0.00 ,0,0,0,571.4,Completed,ach,Marketplace Delivery,,Kenzie Kolb,,,
AEQ-Y4M,Midwest ENT Centre,4790 Executive Centre Pkwy,St. Peters,MO,63376,,Lindenwood,CBW- Crazy Bowls and Wraps (Lindenwood),01/28/2026 10:32 AM,01/26/2026 2:21 PM,$531.66 ,$0.00 ,$20.00 ,($82.75),$52.90 ,$0.00 ,$0.00 ,($18.08),$0.00 ,$0.00 ,-53.17,0,0,450.56,Completed,ach,Marketplace Takeout,,Dispatch,,,
8ZV-7CZ,Weissman,6750 Manchester Ave,St. Louis,MO,63139,18,South City,CBW- Crazy Bowls and Wraps #18 (South City),01/28/2026 11:20 AM,01/26/2026 11:03 AM,$563.40 ,$0.00 ,$20.00 ,($87.51),$74.25 ,$0.00 ,$0.00 ,($19.66),$0.00 ,$0.00 ,-56.34,0,0,494.14,Completed,ach,Marketplace Takeout,,Dispatch,,,
WG9-RWX,DMG - Divisions Maintenance Group,"50 West 5th St Lobby ""Foundry Lobby""",Cincinnati,OH,45202,9,Queen City Wild Eggs,Wild Eggs #9 (Queen City Wild Eggs),01/29/2026 7:00 AM,01/28/2026 9:24 AM,$207.00 ,$0.00 ,$35.00 ,($36.30),$0.00 ,$0.00 ,$20.70 ,($7.24),$0.00 ,$0.00 ,0,0,0,219.16,Completed,ach,Marketplace Delivery,,audie hill,,,
